YEAR,MO,DY,Humidity,Wind_speed,Pressure,Temp,DEW_point,Wind_Direction,Precipitation
1989,10,13,37.69,2.87,97.35,26.25,9.68,211.06,0
1989,10,14,35.75,2.95,97.24,25.64,8.04,196.94,0
1989,10,15,33.44,3.65,97.18,24.42,5.86,312,0
1989,10,16,31.69,3.02,97.23,23.94,4.69,320.44,1.46
1989,10,17,28.75,2.79,97.25,23.55,2.9,264.81,0
1989,10,18,28.56,2.3,97.14,23.39,2.8,178.19,0
1989,10,19,28.5,2.55,97.29,23.21,2.26,156.19,0
1989,10,20,27.19,2.7,97.54,23.03,1.46,186.62,0
1989,10,21,26.19,2.16,97.67,23.17,1.46,181.94,0
1989,10,22,26.81,2.17,97.75,22.73,0.97,160,0
1989,10,23,25,2.24,97.73,23.21,0.54,137.19,0
1989,10,24,26.31,2.33,97.71,23.12,1.3,153.75,0
1989,10,25,27.88,2.23,97.66,22.54,1.73,199.06,0
1989,10,26,25.88,2.24,97.64,23.26,1.41,175,0
1989,10,27,26.12,2.18,97.53,23.42,1.93,167.31,0
1989,10,28,26.19,2.15,97.54,23.23,1.24,114.25,0
1989,10,29,29.06,2.62,97.6,22.73,2.66,168.81,0
1989,10,30,29.25,2.33,97.77,22.27,2.26,169.62,0
1989,10,31,27.56,2.9,97.87,21.29,0.29,198,0
1989,11,1,26.44,2.33,97.88,21.34,-0.06,183.38,0
1989,11,2,27,2.04,97.77,20.82,0.09,144.62,0
1989,11,3,26.75,3.05,97.52,22.48,1.31,123.31,0
1989,11,4,36.44,2.93,97.46,22.81,6.26,101.38,0.01
1989,11,5,38.88,2.86,97.53,21.71,6.28,206.81,0.48
1989,11,6,35.75,2.55,97.72,19.33,2.75,198.25,0.13
1989,11,7,30.94,2.95,97.95,18.37,-0.65,276.38,0
1989,11,8,25.25,1.73,98.04,18.56,-2.93,161.81,0
1989,11,9,23.38,2.09,97.93,18.87,-3.62,193.69,0
1989,11,10,26.44,2.83,97.67,19.51,-1.54,224.62,0
1989,11,11,28,2.82,97.47,21.13,0.74,255.88,0
1989,11,12,28.06,3,97.69,20.99,0.63,202.56,0
1989,11,13,27.81,3.36,97.75,20.9,0.51,196.88,0
1989,11,14,27,2.66,97.67,21.76,0.75,213.12,0
1989,11,15,26.69,3.16,97.6,21.14,0.16,213.81,0
1989,11,16,26.56,2.69,97.74,19.65,-1.22,224.75,0
1989,11,17,25.38,2.76,97.83,19.16,-2.37,188.25,0
1989,11,18,22.88,2.12,97.88,20.78,-2.22,126.12,0
1989,11,19,28.06,2.78,97.94,20.05,-0.13,193.81,0
1989,11,20,29.31,3.25,97.89,19.58,0.17,212.19,0
1989,11,21,25.44,2.86,97.93,19.42,-2.02,201.31,0
1989,11,22,22.5,1.7,97.95,20.22,-2.8,146.19,0
1989,11,23,26.88,3.12,97.97,19.63,-0.69,99.88,0.19
1989,11,24,42.69,3.62,97.95,19.44,5.76,94.19,0.66
1989,11,25,52.25,2.91,98.31,18.8,8.25,104.69,5.36
1989,11,26,47.5,2.82,98.29,18.05,5.79,203.44,0.78
1989,11,27,45.06,1.52,98.13,17.15,4.67,270.94,6.06
1989,11,28,39.25,1.89,98.19,17.36,2.63,160.5,0
1989,11,29,36.31,2.3,98.34,16.51,0.39,194.75,0
1989,11,30,32.44,2.04,98.56,16.16,-1.43,160.25,0
1989,12,1,28.62,2.02,98.7,16.79,-2.34,147,0
1989,12,2,29.19,2.48,98.63,16.39,-2.78,153.25,0
1989,12,3,29.38,2.16,98.43,15.59,-3.16,206.44,0
1989,12,4,30.38,1.95,98.24,14.4,-3.77,233.19,0
1989,12,5,28.81,2.06,98.2,14.44,-4.23,192.31,0
1989,12,6,27.81,1.82,98.3,14.75,-4.47,201.06,0
1989,12,7,26.69,2.12,98.04,16.07,-3.88,235.19,0
1989,12,8,27.5,1.6,98.08,17.52,-2.33,133.38,0
1989,12,9,33.06,2.1,98.08,16.87,-0.15,211.88,0
1989,12,10,35.88,2.48,97.94,17.98,2.11,300.12,0
1989,12,11,39.56,2.79,98.03,17.69,3.19,217.19,0
1989,12,12,39.69,2.61,98.13,16.6,2.22,208.25,0
1989,12,13,34.62,2.02,98.35,15.3,-0.92,175.5,0
1989,12,14,34.62,2.47,98.39,14.47,-1.61,163.19,0
1989,12,15,30.06,2.19,98.39,15.96,-2.38,170.25,0
1989,12,16,27.12,1.89,98.3,16.17,-3.45,170.81,0
1989,12,17,23.75,1.73,98.25,17.19,-4.39,143.75,0
1989,12,18,22.38,1.8,98.23,17.39,-4.89,137.69,0
1989,12,19,25.25,1.92,98.11,16.26,-4.35,134.25,0
1989,12,20,53.44,4.07,97.87,14.88,5.08,105.94,14.17
1989,12,21,52.94,2.93,97.75,16.52,5.91,117.69,4.19
1989,12,22,46.12,3.67,97.61,16.33,3.81,117.06,0.49
1989,12,23,62.5,4.27,97.59,14.89,7.57,98.56,13.09
1989,12,24,69.75,1.84,97.88,14.39,8.63,119.5,8.51
1989,12,25,64.62,2.15,97.93,14.19,7.37,173.19,0
1989,12,26,63.44,2.39,97.84,13.16,5.88,204.81,0
1989,12,27,54.75,2.35,97.87,11.51,1.43,286,0
1989,12,28,41.38,1.73,98.04,12.62,-0.81,174.88,0
1989,12,29,36.19,1.79,98.17,13,-2.19,163.81,0
1989,12,30,35,1.98,98.06,12.88,-2.92,159.25,0
1989,12,31,35.88,2.85,97.88,12.9,-2.77,268.56,0
1990,1,1,39.19,2.36,97.84,12.07,-2.45,283.19,0
1990,1,2,37,1.88,97.98,11.69,-3.18,195.25,0
1990,1,3,30.06,1.83,98.14,13.73,-4.07,186.38,0
1990,1,4,32.12,2.73,98.22,14.08,-3.15,221.38,0
1990,1,5,41.5,3.76,98.21,13.14,-0.72,301.88,0
1990,1,6,45.62,2.29,98.24,13.24,1.35,228.25,0.09
1990,1,7,51.38,2.23,98.32,14.49,4.08,273.19,0
1990,1,8,53.5,3.04,98.24,12.46,2.23,297.44,0.38
1990,1,9,47.38,3.62,98.05,11.58,-0.69,284.12,0
1990,1,10,42.62,5.03,97.8,13.23,-0.69,291.81,0
1990,1,11,42.38,5.3,97.74,14.79,0.63,292.5,0
1990,1,12,42.31,4.03,97.76,16.69,2.61,294.81,0
1990,1,13,40.56,2.38,97.66,17.11,2.95,214.44,0
1990,1,14,43.69,3.34,97.56,16.75,3.44,200.69,0
1990,1,15,40.44,3.26,97.71,14.59,-0.1,298.88,0
1990,1,16,35.75,2.82,97.84,14.66,-1.7,292.31,0
1990,1,17,36.88,3.59,97.68,17.4,1.37,300.62,0
1990,1,18,43.75,4.52,97.72,19.15,5.44,301,0
1990,1,19,46.12,5.79,97.7,18.5,5.73,294.44,0
1990,1,20,42.25,6.06,97.52,18.24,4.12,287.19,0
1990,1,21,48.56,2.77,97.65,17.67,6.07,284.81,0
1990,1,22,43,3.51,97.76,19.19,5.49,310.56,0
1990,1,23,46,3.41,97.9,17.69,4.9,300.19,0
1990,1,24,47.38,3.52,97.81,16.57,4.14,290.44,0
1990,1,25,38.44,3.45,97.86,17.65,1.88,298.38,0
1990,1,26,33.69,2.76,97.81,18.36,1.19,231.12,0
1990,1,27,28.69,4.01,97.52,19.75,0.06,127.38,0
1990,1,28,32.94,1.99,97.63,16.69,-0.45,223.5,0.03
1990,1,29,31.31,2.87,97.86,15.69,-2.84,304.69,0
1990,1,30,34.5,3.47,97.94,15.26,-1.29,300.12,0
1990,1,31,35.44,2.64,97.82,16.51,0.3,268.5,0
1990,2,1,36.5,3.16,97.76,16.08,0.07,206,0
1990,2,2,35.62,3.12,97.82,13.95,-2.34,287.06,0
1990,2,3,31.75,1.98,98.07,15.26,-2.31,209.38,0
1990,2,4,34.19,2.92,97.83,16,-0.88,295.06,0
1990,2,5,34.06,4.11,97.62,17.1,-0.56,300.94,0
1990,2,6,35.38,3.19,97.96,20.37,3.81,223.5,0
1990,2,7,45.81,3.85,98.21,19.14,6.73,91.12,0
1990,2,8,44.94,4.24,98.02,20.2,7.21,96.88,0.85
1990,2,9,41.25,2.48,97.91,20.51,5.98,138.94,0.4
1990,2,10,42.06,2.68,98.09,19.43,5.46,136.12,1.46
1990,2,11,44.94,2.53,98.28,18.95,6.15,195.25,0.2
1990,2,12,49.94,2.49,98.11,17.87,6.46,242.88,1.17
1990,2,13,80.62,4.05,97.82,14.9,11.51,109.88,25.44
1990,2,14,71.38,2.16,97.76,15.56,9.98,211.94,8.45
1990,2,15,51.25,2.6,97.72,15.09,4.14,291.5,0.17
1990,2,16,44.38,2.47,97.57,15.62,2.4,285.5,0.04
1990,2,17,38.81,3.53,97.45,15.85,1.14,117,0
1990,2,18,68,3.96,97.57,13.19,7.11,131.38,19.95
1990,2,19,63.31,1.66,97.74,15.48,8.06,169,2.16
1990,2,20,55.06,1.48,97.61,17.15,7.45,136.94,0.09
1990,2,21,44.81,3.67,97.45,16.9,3.83,312.62,0
1990,2,22,43.25,4.07,97.27,15.96,2.4,293.44,0
1990,2,23,42.69,2.33,97.24,17.68,3.54,147.81,0
1990,2,24,57.69,5.03,97.49,16.87,7.74,137.38,0.11
1990,2,25,68.94,5.05,97.54,13.79,8.08,76.5,3.21
1990,2,26,54.12,2.4,97.36,17.14,7.45,151.94,0.02
1990,2,27,71.94,3.28,97.31,14.98,9.78,115.44,8.53
1990,2,28,83.62,2.72,97.53,13.02,10.26,73.56,30.43
1990,3,1,64.75,2.86,97.74,14.84,7.55,218.5,4.18
1990,3,2,54.38,2.73,97.41,14.73,4.75,288.5,0
1990,3,3,46.5,2.63,97.35,15.86,3.4,295,0
1990,3,4,41.12,2.38,97.49,16.9,2.73,197,0
1990,3,5,40.19,2.67,97.61,16.66,1.96,192.81,0
1990,3,6,40.38,2.97,97.69,17.66,3.09,206,0
1990,3,7,39.69,2.92,97.81,18.34,3.13,302,0
1990,3,8,38.88,2.54,97.73,19.23,3.96,189.38,0
1990,3,9,37.62,2.09,97.72,20.24,4.09,142.44,0
1990,3,10,37.94,3.54,97.78,21.05,4.99,108.44,0
1990,3,11,45,4,97.92,19.51,6.5,73.19,2.08
1990,3,12,45.19,3.2,97.71,20.08,6.61,209.56,0.23
1990,3,13,41.81,3.21,97.54,19.77,4.78,295.19,0.06
1990,3,14,32.75,1.76,97.66,21.51,3.43,140.12,0.19
1990,3,15,34.25,2.47,97.81,22.28,4.52,134.94,0
1990,3,16,37.69,2.65,97.82,22.55,6.24,118.75,0
1990,3,17,37.69,4.1,97.93,24.01,7.65,117.12,0
1990,3,18,36.44,3.64,97.89,24.69,7.76,117.56,0.56
1990,3,19,35.75,2.47,97.61,25.01,7.53,112,0.34
1990,3,20,37,2.94,97.34,24.58,7.8,89.38,2.44
1990,3,21,46.62,4.5,97.17,22.57,9.64,113.25,2.25
1990,3,22,63.62,5.29,97.06,20.43,13.02,111.88,9.84
1990,3,23,52.94,2.53,97.01,19.49,8.89,206.5,0.41
1990,3,24,33.94,3.52,97.35,17.9,-0.35,259.62,0
1990,3,25,25,1.89,97.53,19.7,-2.07,177,0.02
1990,3,26,30.62,2.12,97.37,20.14,0.83,187.81,0
1990,3,27,50.19,3.45,97.45,17.97,7.11,143.31,0.08
1990,3,28,41.69,3.11,97.42,20.83,6.33,113.81,0.57
1990,3,29,39.44,2.37,97.53,22.22,6.51,115.75,0.06
1990,3,30,44.69,3.05,97.44,21.84,8.43,188.19,3.31
1990,3,31,43.56,3.45,97.45,21.57,7.88,302.31,0.01
1990,4,1,39.75,4.14,97.44,20.3,4.69,310.88,0.01
1990,4,2,36.06,5.12,97.19,20.88,3.92,299,0
1990,4,3,35.94,3.79,97.25,21.91,4.24,299.56,0
1990,4,4,26.62,1.81,97.27,24.41,2.32,218.31,0
1990,4,5,26,1.91,97.26,24.73,2.19,154.06,0
1990,4,6,34,3.85,97.32,22.06,4.44,86.69,0
1990,4,7,33.19,2.96,97.32,25.36,6.79,119.69,0.77
1990,4,8,33.19,5.61,97.1,25.74,7.15,219.81,0
1990,4,9,35.19,7.91,96.76,24.76,5.5,304.06,0.08
1990,4,10,30.69,6.5,96.7,24.54,3.79,305.88,0
1990,4,11,27.31,3.55,96.84,28.26,5.95,266.69,0
1990,4,12,31.94,2.69,96.81,28.69,9.33,170.69,0
1990,4,13,32.25,4.04,96.87,27.62,8.12,313.81,0
1990,4,14,33.25,4.57,96.88,25.37,6.25,301.81,1.03
1990,4,15,32.69,5.49,96.75,26.58,7.13,309.56,0
1990,4,16,28.88,4.23,96.95,28.02,6.01,255.38,0
1990,4,17,25.31,3.18,96.88,29.68,6.06,196.81,0
1990,4,18,24.5,4.67,96.59,30.66,6.51,281.62,0
1990,4,19,22.25,5.24,96.5,29.56,3.79,263.19,0.01
1990,4,20,20.06,5.52,96.51,29.25,1.44,321.31,0
1990,4,21,18.62,4.86,96.66,29.43,0.63,316.94,0
1990,4,22,17.44,3.97,96.96,30.47,1.22,252,0
1990,4,23,16.81,5.49,96.96,30.83,0.43,249.19,0
1990,4,24,22.5,7.09,96.72,31.04,5.16,309.81,1.56
1990,4,25,21.81,4.7,96.76,32.33,5.7,291.94,0
1990,4,26,21.5,3.25,96.8,32.21,6.44,89.12,0
1990,4,27,18.56,2.56,96.83,33.17,4.71,192.81,0
1990,4,28,14.69,3.09,96.78,31.56,-0.27,202.62,0.13
1990,4,29,13.94,2.38,96.8,30.63,-1.3,142.44,0
1990,4,30,12.75,1.7,96.89,32.27,-1.07,111,0
1990,5,1,15.94,4.59,96.96,30.59,-0.06,169.44,0.03
1990,5,2,29.06,4.34,96.99,29.9,9.45,192.69,0.12
1990,5,3,25.94,2.9,96.75,31.48,8.33,220.62,0.05
1990,5,4,24.19,3.15,96.9,32.05,8.23,108.62,0.51
1990,5,5,26,2.88,97.08,31.65,8.8,126.62,1.8
1990,5,6,40.62,2.34,97.18,29.47,13.12,129.31,14.33
1990,5,7,34.12,2.42,97.16,30.65,12.09,174.12,0.02
1990,5,8,31.94,2.16,96.81,32.41,12.51,199.06,0
1990,5,9,30.94,2.28,96.58,33.36,12.5,183.88,0
1990,5,10,30.88,2.57,96.57,34.23,13.41,155.31,0
1990,5,11,28.75,2.39,96.63,34.7,12.73,174.06,0
1990,5,12,34.19,2.83,96.68,33.24,14.67,148,0.44
1990,5,13,35.56,2.17,96.45,33.44,15.43,164,0.68
1990,5,14,37.06,1.91,96.19,34.44,16.48,213.44,3.24
1990,5,15,31.38,2.87,96.3,34.82,14.37,129.5,0
1990,5,16,27.5,3.09,96.15,36.58,13.98,175.19,0.11
1990,5,17,24,2.31,96.1,37.69,12.44,148.44,0.59
1990,5,18,21.69,2.44,96.37,37.08,10.83,189.12,0.07
1990,5,19,20.31,3.22,96.27,36.13,8.96,293.38,0.07
1990,5,20,17.62,2.59,96.29,34.75,5.67,255.25,0.06
1990,5,21,13.75,4.28,96.24,34.15,1.06,209.38,1.72
1990,5,22,12.5,3.71,96.27,34.32,0.14,212.44,0
1990,5,23,11.88,2.39,96.4,35.35,0.32,199.19,0
1990,5,24,10.25,2.54,96.55,35.98,-0.92,218.25,0
1990,5,25,12.25,2.95,96.5,36.58,1.8,228.81,0
1990,5,26,17,5.4,96.42,37.48,7.43,280.25,0
1990,5,27,13.44,2.77,96.22,37.29,3.7,236.81,0
1990,5,28,14.44,3.2,96.12,37.71,5.54,216.25,0
1990,5,29,16.5,3.55,96.18,38.12,7.4,266.31,0
1990,5,30,21.12,2.77,96.14,37.36,11.03,251.38,0
1990,5,31,18.38,3.63,96.19,35.49,6.81,299.12,1.16
1990,6,1,17.19,3.37,96.22,35.15,4.45,305.44,0.04
1990,6,2,14.38,6.02,96.06,36.32,4.18,307.62,0
1990,6,3,15.56,5.62,96,36.93,5.62,290.44,0
1990,6,4,13.75,3.47,96.11,36.76,4.01,285.88,0
1990,6,5,12.56,4.09,95.99,36.52,2.55,292.62,0
1990,6,6,14,3.83,96.05,37.36,4.83,266.62,0.01
1990,6,7,17.06,4.48,96.29,37.08,7.32,307.06,0.05
1990,6,8,23.38,3.79,96.35,36.42,11.11,310.69,4.65
1990,6,9,19.25,3.54,96.23,37.19,9.38,229.75,0
1990,6,10,19.31,3.66,96.16,36.62,8.78,283,0.06
1990,6,11,20.12,3.52,96.22,36.33,8.96,302.56,0.22
1990,6,12,25.75,2.93,96.31,35.92,12.61,281.94,1.9
1990,6,13,21.06,2.96,96.21,36.35,9.61,248,0
1990,6,14,20.69,2.65,96.26,36.14,9.42,274,0
1990,6,15,19.25,2.41,96.34,37.1,9.23,195.25,0
1990,6,16,20.88,2.77,96.21,37.03,10.48,176.25,0
1990,6,17,21.56,2.78,95.99,37.59,10.9,198.69,0.01
1990,6,18,17.31,2.34,95.94,38.17,8.09,187,0
1990,6,19,15.88,2.05,95.85,38.56,7.29,146.25,0.03
1990,6,20,26.56,3.59,96.11,37.15,14.24,150.44,5.74
1990,6,21,30.88,2.29,96.09,36.8,15.79,182,0.91
1990,6,22,30.31,2.81,95.91,37.1,15.94,200.44,0.09
1990,6,23,28.56,3.03,95.73,38.01,15.65,233.44,5.54
1990,6,24,37.75,5.17,95.75,37.14,19.12,273.56,2.61
1990,6,25,32.81,5.13,95.83,38.5,18.76,281.56,0
1990,6,26,29.62,6.55,95.83,39.29,17.9,288.38,0
1990,6,27,38,4.16,95.91,37.52,19.53,238.25,12.21
1990,6,28,65.12,3,96.21,31.73,24,159.56,21.41
1990,6,29,66.81,3.17,96.21,30.37,23.41,109.81,5.57
1990,6,30,49.75,2.27,95.96,34.69,22.12,163,0.4
1990,7,1,70.94,2.59,96.08,30.61,24.59,138.44,33.27
1990,7,2,69.69,2.38,96.01,31.31,24.68,163.81,8.85
1990,7,3,79.12,1.38,96.12,29.36,25.26,94.31,31.85
1990,7,4,70.62,3.38,96.06,30.61,24.26,127.56,19.47
1990,7,5,77.44,5.02,96.19,29.14,24.53,117.81,14.51
1990,7,6,71.88,4.46,96.45,30.3,24.39,125.06,3.13
1990,7,7,71.25,2.76,96.43,30.92,24.73,147.06,2.37
1990,7,8,68.12,2.88,96.19,31.65,24.62,233.31,0.3
1990,7,9,74.12,3.85,95.87,30.29,24.94,228.75,32.24
1990,7,10,78.75,2.7,96.08,29.38,24.98,163.69,17.58
1990,7,11,75.69,1.53,96.24,29.55,24.54,196.81,22.31
1990,7,12,71.25,2.05,96.16,30.34,24.27,232.19,3.48
1990,7,13,63.12,4.09,95.96,30.76,22.23,301.5,0.09
1990,7,14,60.5,2.8,96.05,31.67,22.33,250.56,0.13
1990,7,15,75.62,3.37,96.58,28.87,23.97,117,0.63
1990,7,16,70.12,1.89,96.48,30.51,24.3,185.81,24.52
1990,7,17,69.56,2.06,96.11,31.07,24.66,180.5,2.43
1990,7,18,62,2.19,95.9,32.09,23.43,239.5,1.73
1990,7,19,67.25,1.56,96.11,30.26,23.21,183.12,7.93
1990,7,20,64.5,1.67,96.13,30.99,23.15,235.56,5.09
1990,7,21,62.88,1.55,96.13,30.87,22.64,227.25,5.77
1990,7,22,59.56,2.62,96.21,31.63,22.15,236.56,0.4
1990,7,23,73.19,3.05,96.51,29.37,23.77,132.25,4.07
1990,7,24,70.81,1.23,96.5,30.32,24.18,152.44,9.96
1990,7,25,72.5,1.91,96.33,30.35,24.67,211.56,2
1990,7,26,68.25,3.06,95.97,31.34,24.45,278.81,3.63
1990,7,27,68.25,2.1,95.96,31.74,24.76,216.31,11.88
1990,7,28,76.44,2.83,96.11,29.74,25.04,259.69,82.2
1990,7,29,76.06,1.61,96.24,29.63,24.74,183.25,10.4
1990,7,30,78.62,1.93,96.27,29.08,24.78,177.88,2.41
1990,7,31,78.88,2.05,96.2,29.38,25.12,147.38,2.11
1990,8,1,78.88,2.31,96.32,29.71,25.4,151.88,0.13
1990,8,2,85.75,3.25,96.7,27.48,24.83,119.12,25.27
1990,8,3,80.44,2.05,96.81,27.95,24.15,121.25,7.65
1990,8,4,82.44,2.48,96.77,27.95,24.57,131.75,0.62
1990,8,5,81,2.97,96.72,27.94,24.17,110.88,6.45
1990,8,6,86.06,2.94,96.69,27.94,25.28,145.56,4.91
1990,8,7,89.06,1.8,96.78,26.76,24.74,175,2.01
1990,8,8,84.19,1.98,96.86,27.48,24.48,153.75,12.86
1990,8,9,85.88,2.62,96.93,27.35,24.67,122.25,1.25
1990,8,10,87.5,2.39,96.82,27.18,24.85,121.31,6.71
1990,8,11,86.19,2.17,96.49,27.86,25.23,205.5,5.77
1990,8,12,80.94,2.91,95.99,29.41,25.55,269.38,16.51
1990,8,13,89.31,3.6,96.29,26.97,24.98,160.5,24.51
1990,8,14,83.38,3.6,96.69,25.91,22.83,114.38,3.42
1990,8,15,80.88,2.16,96.67,27.79,24.08,129,0.84
1990,8,16,79.69,2.57,96.74,28.69,24.69,117.75,0.34
1990,8,17,85.69,2.38,96.69,27.87,25.23,128.69,8.82
1990,8,18,81.19,2.09,96.52,28.61,24.96,137.12,0.43
1990,8,19,84.62,2.44,96.49,28.25,25.31,155.75,0
1990,8,20,86.25,2.53,96.6,27.89,25.32,129,0
1990,8,21,74,1.21,96.6,29.28,23.88,146.56,0.21
1990,8,22,82.12,2.4,96.7,28.3,24.86,129,4.78
1990,8,23,78,1.35,96.72,28.64,24.25,172.38,12.87
1990,8,24,83.44,2.33,96.63,28.45,25.25,136.06,8.33
1990,8,25,83.62,2.08,96.5,28.16,24.97,172.94,0
1990,8,26,76.56,3.29,96.31,29,24.13,288,0
1990,8,27,70.75,2.27,96.45,29.98,23.7,243.62,0
1990,8,28,85.94,2.95,96.89,27.08,24.5,133.88,1.34
1990,8,29,81.12,1.62,96.97,27.15,23.56,126.81,56.98
1990,8,30,75,1.49,96.79,28.88,23.59,148.5,2.83
1990,8,31,71.81,1.16,96.7,29.34,23.58,177,0.09
1990,9,1,75.06,1.8,96.64,29.6,24.55,229.44,0
1990,9,2,73,1.2,96.57,29.64,24.12,202.19,0
1990,9,3,73.44,2.53,96.32,29.84,24.29,224.81,0.05
1990,9,4,83.25,2.7,96.51,27.16,23.96,140.75,13.98
1990,9,5,85.06,2.24,96.72,26.25,23.44,113,28.71
1990,9,6,81.12,1.42,96.83,27.33,23.65,128.19,9.16
1990,9,7,91.25,2.69,96.95,26.15,24.62,98.19,28.16
1990,9,8,92,3.15,96.86,26.48,25.06,113,145.35
1990,9,9,88.38,2.81,96.6,27.09,24.93,149.25,38.7
1990,9,10,88.62,2.02,96.53,26.61,24.49,217.06,33.04
1990,9,11,86.19,2.4,96.62,26.42,23.81,275.81,0.8
1990,9,12,81.62,1.49,96.61,27.39,23.83,213.88,0
1990,9,13,78.88,1.38,96.74,27.58,23.46,199.19,0.03
1990,9,14,83.31,1.88,97.01,27.03,23.83,155.69,0.05
1990,9,15,82.88,1.98,96.98,27.68,24.38,209.06,12.69
1990,9,16,81.31,1.46,96.74,27.34,23.73,195.75,1.24
1990,9,17,81.38,1.84,96.67,27.39,23.77,221.25,3.72
1990,9,18,80.75,2.15,96.66,27.43,23.67,181.19,0.34
1990,9,19,83.38,1.75,96.86,26.15,23.04,173.88,0
1990,9,20,81,1.13,97.03,26.55,22.89,172.19,7.29
1990,9,21,78.25,1.19,97.11,27.18,22.89,159.06,0.72
1990,9,22,82.75,1.67,97.09,26.65,23.37,202.56,10.14
1990,9,23,82.5,1.77,96.95,26.6,23.28,212,0.24
1990,9,24,82.19,1.88,96.93,26.44,23.01,171.44,0.02
1990,9,25,83.56,2.22,97.17,26.48,23.34,189.19,0
1990,9,26,85,2.09,97.22,25.05,22.21,239.62,19.97
1990,9,27,81.81,2.29,97.08,24.47,20.9,215.88,0
1990,9,28,75.62,2.13,96.93,24.98,20.05,196.19,0
1990,9,29,74.19,1.93,96.99,25.12,20.01,180.38,1.11
1990,9,30,77.25,2.11,97.17,25.03,20.57,205.19,5.8
1990,10,1,71.12,1.66,97.29,25.02,19.27,199.69,0.16
1990,10,2,68.5,1.94,97.23,25.03,18.69,269,0.01
1990,10,3,67.44,1.32,97.13,25.6,18.93,190.94,0.03
1990,10,4,74.12,1.48,97.08,24.8,19.64,208.44,0
1990,10,5,72.62,1.37,97.14,25.28,19.68,172.75,0
1990,10,6,74.44,1.76,97.18,24.93,19.85,180.94,0
1990,10,7,66.69,1.7,97.05,25.18,18.12,187.88,0
1990,10,8,62.5,1.39,97.05,25.35,17.15,161.06,0
1990,10,9,58.75,1.39,97.2,24.97,15.9,173,0
1990,10,10,62.69,1.96,97.44,24.44,16.4,174.81,0
1990,10,11,61.19,1.91,97.58,24.34,15.86,151.5,0
1990,10,12,64.12,1.94,97.55,23.69,16.05,145.75,0
1990,10,13,60.19,1.73,97.51,23.32,14.65,191.88,0.08
1990,10,14,58.62,3.1,97.59,21.73,12.71,203.88,0
1990,10,15,57.25,2.51,97.58,21.58,12.2,223.69,0
1990,10,16,59.81,2.03,97.42,21.26,12.4,144.44,0
1990,10,17,63.94,4.05,97.3,21.23,13.78,108.75,0
1990,10,18,64.62,3.54,97.59,22.69,15.44,120.44,0.26
1990,10,19,54.56,2.14,97.59,23.69,12.9,148.38,0.01
1990,10,20,48.62,2.07,97.51,23.25,11.14,180.62,0
1990,10,21,45.25,1.98,97.69,22.09,9.05,188.06,0
1990,10,22,46.38,1.68,97.8,21.44,9,250.06,0
1990,10,23,42.38,1.41,97.72,21.74,7.92,179.19,0
1990,10,24,46.19,1.66,97.77,20.95,8.29,135.12,0
1990,10,25,47.19,1.23,97.76,20.42,8.33,140.31,0
1990,10,26,48.12,1.37,97.78,20.69,8.79,160.19,0
1990,10,27,48.31,1.61,97.77,20.56,8.8,167.06,0
1990,10,28,47.44,2.25,97.78,20.01,7.73,174.5,0
1990,10,29,44.19,1.91,97.89,20.28,6.8,154.81,0
1990,10,30,46.19,1.91,97.83,20.22,7.62,142.06,0
1990,10,31,48.19,2.16,97.73,20.54,8.62,121.88,0
1990,11,1,47.12,2.02,97.71,21.76,9.2,196,0
1990,11,2,52.12,2.53,97.76,20.67,9.83,182.25,0
1990,11,3,47.69,1.77,97.67,21.9,9.47,157,0
1990,11,4,44.5,1.48,97.41,21.87,8.69,184.56,0
1990,11,5,43.69,1.75,97.36,21.35,7.92,225,0
1990,11,6,40.44,2.25,97.41,21.28,6.63,187.62,0
1990,11,7,43.06,2.59,97.34,20.4,6.52,208.62,0
1990,11,8,42.88,2.3,97.27,19.95,6.28,221.06,0
1990,11,9,40.44,2.02,97.67,19.99,5.4,166.88,0
1990,11,10,39,2.19,97.7,20.51,5.22,166.69,0
1990,11,11,36.94,1.73,97.71,21.02,5.15,163.69,0
1990,11,12,38,1.91,97.97,20.89,5.32,155.94,0
1990,11,13,40.81,2,98.14,20.11,5.7,185.5,0
1990,11,14,39.25,1.82,98.21,20.33,5.27,193.31,0
1990,11,15,34.94,1.59,97.87,21.12,4.44,194.31,0
1990,11,16,39.81,2.3,97.65,19.59,4.8,197.38,0
1990,11,17,36.06,1.89,97.66,19.76,3.49,141.75,0
1990,11,18,34.19,1.98,97.74,19.78,2.3,138,0
1990,11,19,32.75,1.8,97.87,20.9,2.87,166.44,0
1990,11,20,40.94,2.16,97.97,20.86,6.39,136.38,0
1990,11,21,65.69,2.98,98.33,18.15,11.5,107.62,16.12
1990,11,22,55.12,2.16,98.22,18.26,8.67,172,0
1990,11,23,49.25,2,98.17,18.53,7.26,190.5,0
1990,11,24,47.06,1.49,98.13,18.62,6.75,176.25,0
1990,11,25,47.31,1.93,98.12,18.2,6.08,184.38,0
1990,11,26,44.31,1.91,98.11,16.77,3.67,186.62,0
1990,11,27,37,1.85,98.11,16.41,0.85,195.31,0
1990,11,28,36.56,3.1,97.84,16.15,0.21,304.94,0
1990,11,29,38.94,3.67,97.5,15.01,-0.12,300.19,0
1990,11,30,36.88,3.1,97.6,15.58,-0.36,273.06,0
1990,12,1,38,2.19,97.62,14.37,-0.56,184,0
